0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.30,0.00,-0.10
0.60,14.99,8.03
0.90,14.99,8.03
0.90,0.00,-0.09
0.90,0.00,-0.09
0.90,0.00,-0.09
0.90,0.00,-0.09
0.90,0.00,-0.09
0.90,0.00,-0.09
0.90,0.00,-0.09
0.90,0.00,-0.09
1.20,14.99,8.03
1.50,14.99,8.03
1.50,0.00,-0.09
1.50,0.00,-0.09
1.50,0.00,-0.09
1.80,14.99,8.03
2.10,14.99,8.03
2.10,14.99,8.03
2.10,0.00,-0.09
2.70,29.98,15.75
2.70,0.00,-0.09
3.30,29.98,15.75
3.60,14.99,8.04
3.90,14.99,8.04
4.50,29.98,15.76
4.80,14.99,8.05
4.80,14.99,8.05
5.40,29.98,15.76
5.70,14.99,8.05
6.30,29.98,15.76
6.90,29.98,15.77
7.50,29.98,15.77
8.40,44.97,22.75
9.30,44.97,22.75
9.90,29.98,15.78
10.50,29.98,15.78
11.40,44.97,22.76
12.30,44.97,22.76
12.90,29.98,15.79
13.50,29.98,15.80
14.70,59.96,28.80
15.30,29.98,15.80
15.90,29.98,15.81
16.80,44.97,22.78
17.70,44.97,22.78
18.30,29.98,15.82
19.20,44.97,22.79
20.10,44.97,22.79
21.00,44.97,22.79
21.90,44.97,22.80
22.50,29.98,15.83
23.10,29.98,15.84
24.00,44.97,22.81
24.60,29.98,15.84
25.50,44.97,22.81
26.10,29.98,15.85
26.70,29.98,15.85
27.60,44.97,22.82
28.50,44.97,22.82
29.10,29.98,15.86
29.70,29.98,15.86
30.30,29.98,15.87
30.90,29.98,15.87
31.50,29.98,15.87
32.10,29.98,15.87
32.70,29.98,15.88
33.30,29.98,15.88
33.90,29.98,15.88
34.50,29.98,15.89
35.40,44.97,22.85
35.40,44.97,22.85
36.00,29.98,15.89
36.60,29.98,15.89
37.20,29.98,15.90
37.80,29.98,15.90
38.40,29.98,15.90
39.30,44.97,22.86
39.90,29.98,15.91
40.20,14.99,8.21
40.80,29.98,15.91
41.40,29.98,15.91
42.00,29.98,15.92
42.30,14.99,8.22
42.90,29.98,15.92
43.50,29.98,15.92
43.80,14.99,8.22
44.10,14.99,8.23
44.70,29.98,15.93
45.00,14.99,8.23
45.30,14.99,8.23
45.90,29.98,15.93
46.20,14.99,8.24
46.50,14.99,8.24
47.10,29.98,15.94
47.40,14.99,8.24
48.00,29.98,15.94
48.30,14.99,8.25
48.90,29.98,15.95
49.50,29.98,15.95
50.10,29.98,15.95
50.40,14.99,8.26
50.70,14.99,8.26
51.30,29.98,15.96
51.30,0.00,0.14
51.30,0.00,0.14
51.90,29.98,15.96
51.90,0.00,0.15
51.90,0.00,0.15
52.20,14.99,8.26
52.50,14.99,8.27
52.50,0.00,0.15
52.50,0.00,0.15
52.50,0.00,0.15
52.50,0.00,0.15
52.20,-14.99,-7.98
52.20,0.00,0.15
52.20,0.00,0.15
52.20,0.00,0.15
52.20,0.00,0.15
52.20,0.00,0.15
52.20,0.00,0.15
52.20,0.00,0.15
52.20,0.00,0.15
52.20,0.00,0.15
52.20,0.00,0.15
52.20,0.00,0.15
52.50,14.99,8.27
52.50,0.00,0.15
52.50,0.00,0.15
52.50,0.00,0.15
52.50,0.00,0.15
52.80,14.99,8.27
53.10,14.99,8.27
53.10,0.00,0.15
53.10,0.00,0.15
53.10,0.00,0.15
53.40,14.99,8.27
53.70,14.99,8.27
53.70,0.00,0.16
53.70,0.00,0.16
54.00,14.99,8.27
54.30,14.99,8.27
54.30,0.00,0.16
54.60,14.99,8.27
54.90,14.99,8.28
54.90,0.00,0.16
54.90,0.00,0.16
55.50,29.98,15.97
55.50,0.00,0.16
56.10,29.98,15.98
56.40,14.99,8.28
56.70,14.99,8.28
57.00,14.99,8.29
57.30,14.99,8.29
57.90,29.98,15.98
57.90,0.00,0.18
58.50,29.98,15.99
58.50,0.00,0.18
58.80,14.99,8.29
59.10,14.99,8.30
59.10,0.00,0.18
59.10,0.00,0.18
59.40,14.99,8.30
59.70,14.99,8.30
59.70,0.00,0.18
59.70,0.00,0.18
60.00,14.99,8.30
60.30,14.99,8.30
60.30,0.00,0.19
60.30,0.00,0.19
60.30,0.00,0.19
60.60,14.99,8.30
60.60,14.99,8.30
60.90,14.99,8.30
60.90,0.00,0.19
60.90,0.00,0.19
60.90,0.00,0.19
61.20,14.99,8.31
